date,city,aqi
2023-12-30,Karwar,67
2023-12-31,Karwar,66
2024-01-01,Karwar,84
2024-01-02,Karwar,99
2024-01-03,Karwar,107
2024-01-04,Karwar,87
2024-01-05,Karwar,92
2024-01-06,Karwar,89
2024-01-07,Karwar,51
2024-01-08,Karwar,67
2024-01-09,Karwar,72
2024-01-10,Karwar,79
2024-01-11,Karwar,87
2024-01-12,Karwar,85
2024-01-13,Karwar,106
2024-01-14,Karwar,99
2024-01-15,Karwar,119
2024-01-16,Karwar,73
2024-01-17,Karwar,65
2024-01-18,Karwar,105
2024-01-19,Karwar,75
2024-01-20,Karwar,72
2024-01-21,Karwar,79
2024-01-22,Karwar,76
2024-01-23,Karwar,154
2024-01-24,Karwar,68
2024-01-25,Karwar,72
2024-01-26,Karwar,89
2024-01-27,Karwar,85
2024-01-28,Karwar,80
2024-01-29,Karwar,85
2024-01-30,Karwar,95
2024-01-31,Karwar,93
2024-02-01,Karwar,98
2024-02-02,Karwar,78
2024-02-03,Karwar,80
2024-02-04,Karwar,81
2024-02-06,Karwar,126
2024-02-07,Karwar,101
2024-02-08,Karwar,101
2024-02-09,Karwar,122
2024-02-10,Karwar,114
2024-02-11,Karwar,101
2024-02-12,Karwar,95
2024-02-13,Karwar,96
2024-02-14,Karwar,103
2024-02-15,Karwar,80
2024-02-16,Karwar,87
2024-02-17,Karwar,83
2024-02-18,Karwar,68
2024-02-19,Karwar,74
2024-02-20,Karwar,79
2024-02-21,Karwar,52
2024-02-22,Karwar,51
2024-02-23,Karwar,49
2024-02-24,Karwar,59
2024-02-25,Karwar,64
2024-02-26,Karwar,57
2024-02-27,Karwar,60
2024-02-28,Karwar,68
2024-02-29,Karwar,72
2024-03-01,Karwar,76
2024-03-02,Karwar,75
2024-03-03,Karwar,61
2024-03-04,Karwar,43
2024-03-05,Karwar,55
2024-03-06,Karwar,66
2024-03-07,Karwar,57
2024-03-08,Karwar,68
2024-03-09,Karwar,84
2024-03-10,Karwar,82
2024-03-11,Karwar,76
2024-03-12,Karwar,74
2024-03-13,Karwar,83
2024-03-14,Karwar,69
2024-03-15,Karwar,53
2024-03-16,Karwar,76
2024-03-17,Karwar,69
2024-03-18,Karwar,76
2024-03-19,Karwar,69
2024-03-20,Karwar,105
2024-03-21,Karwar,109
2024-03-22,Karwar,78
2024-03-23,Karwar,80
2024-03-24,Karwar,85
2024-03-25,Karwar,63
2024-03-26,Karwar,50
2024-03-27,Karwar,63
2024-03-28,Karwar,53
2024-03-29,Karwar,56
2024-04-02,Karwar,56
2024-04-03,Karwar,82
2024-04-04,Karwar,74
2024-04-05,Karwar,57
2024-04-06,Karwar,56
2024-04-07,Karwar,75
2024-04-08,Karwar,65
2024-04-09,Karwar,51
2024-04-11,Karwar,65
2024-04-12,Karwar,54
2024-04-13,Karwar,53
2024-04-14,Karwar,50
2024-04-15,Karwar,50
2024-04-16,Karwar,55
2024-04-17,Karwar,53
2024-04-18,Karwar,70
2024-04-25,Karwar,47
2024-04-28,Karwar,52
2024-04-29,Karwar,64
2024-04-30,Karwar,75
2024-05-01,Karwar,68
2024-05-03,Karwar,51
2024-05-04,Karwar,52
2024-05-05,Karwar,70
2024-05-06,Karwar,48
2024-05-07,Karwar,37
2024-05-08,Karwar,35
2024-05-12,Karwar,43
2024-05-13,Karwar,42
2024-05-14,Karwar,43
2024-05-15,Karwar,42
2024-05-16,Karwar,53
2024-05-17,Karwar,36
2024-05-18,Karwar,49
2024-05-21,Karwar,29
2024-05-23,Karwar,39
2024-05-26,Karwar,39
2024-05-27,Karwar,42
2024-05-28,Karwar,40
2024-05-30,Karwar,35
2024-05-31,Karwar,39
2024-06-01,Karwar,30
2024-06-02,Karwar,29
2024-06-03,Karwar,30
2024-06-04,Karwar,25
2024-06-05,Karwar,24
2024-06-06,Karwar,23
2024-06-07,Karwar,23
2024-06-22,Karwar,24
2024-06-23,Karwar,24
2024-06-24,Karwar,26
2024-06-25,Karwar,31
2024-06-26,Karwar,32
2024-06-27,Karwar,29
2024-06-28,Karwar,35
2024-06-29,Karwar,32
2024-06-30,Karwar,30
2024-07-01,Karwar,28
2024-07-02,Karwar,25
2024-07-03,Karwar,28
2024-07-04,Karwar,26
2024-07-05,Karwar,22
2024-07-06,Karwar,28
2024-07-07,Karwar,29
2024-07-08,Karwar,23
2024-07-09,Karwar,22
2024-07-10,Karwar,25
2024-07-11,Karwar,21
2024-07-12,Karwar,21
2024-07-13,Karwar,22
2024-07-14,Karwar,24
2024-07-15,Karwar,24
2024-07-19,Karwar,27
2024-07-20,Karwar,29
2024-07-21,Karwar,24
2024-07-23,Karwar,25
2024-07-24,Karwar,25
2024-07-25,Karwar,21
2024-07-28,Karwar,28
2024-07-29,Karwar,30
2024-07-30,Karwar,27
2024-08-01,Karwar,25
2024-08-02,Karwar,24
2024-08-06,Karwar,23
2024-08-07,Karwar,21
2024-08-10,Karwar,21
2024-08-13,Karwar,21
2024-08-14,Karwar,28
2024-08-15,Karwar,24
2024-08-17,Karwar,29
2024-08-18,Karwar,23
2024-08-20,Karwar,22
2024-08-21,Karwar,22
2024-08-27,Karwar,22
2024-08-31,Karwar,22
2024-09-03,Karwar,25
2024-09-04,Karwar,27
2024-09-06,Karwar,29
2024-09-07,Karwar,21
2024-09-09,Karwar,23
2024-09-11,Karwar,23
2024-09-12,Karwar,24
2024-09-14,Karwar,22
2024-09-15,Karwar,22
2024-09-16,Karwar,21
2024-09-17,Karwar,22
2024-09-18,Karwar,26
2024-09-19,Karwar,22
2024-09-20,Karwar,21
2024-09-21,Karwar,25
2024-09-22,Karwar,21
2024-09-23,Karwar,22
2024-09-28,Karwar,22
2024-09-29,Karwar,22
2024-09-30,Karwar,22
2024-10-01,Karwar,25
2024-10-02,Karwar,30
2024-10-03,Karwar,35
2024-10-09,Karwar,21
2024-10-10,Karwar,22
2024-10-11,Karwar,22
2024-10-12,Karwar,22
2024-10-14,Karwar,22
2024-10-17,Karwar,22
2024-10-22,Karwar,21
2024-10-26,Karwar,36
2024-10-27,Karwar,74
2024-10-28,Karwar,77
2024-10-31,Karwar,64
2024-11-01,Karwar,57
2024-11-02,Karwar,37
2024-11-03,Karwar,45
2024-11-04,Karwar,59
2024-11-05,Karwar,41
2024-11-06,Karwar,61
2024-11-07,Karwar,73
2024-11-08,Karwar,69
2024-11-09,Karwar,52
2024-11-11,Karwar,55
2024-11-12,Karwar,85
2024-11-13,Karwar,88
2024-11-18,Karwar,82
2024-11-19,Karwar,89
2024-11-22,Karwar,76
2024-11-23,Karwar,73
2024-11-24,Karwar,88
2024-11-25,Karwar,87
2024-11-27,Karwar,88
2024-11-28,Karwar,91
2024-11-29,Karwar,91
2024-11-30,Karwar,83
2024-12-01,Karwar,91
2024-12-03,Karwar,63
2024-12-05,Karwar,34
2024-12-06,Karwar,25
2024-12-07,Karwar,32
2024-12-08,Karwar,45
2024-12-10,Karwar,65
2024-12-11,Karwar,71
2024-12-12,Karwar,68
2024-12-13,Karwar,79
2024-12-14,Karwar,104
2024-12-18,Karwar,80
2024-12-19,Karwar,70
2024-12-20,Karwar,79
2024-12-21,Karwar,66
2024-12-24,Karwar,36
2024-12-25,Karwar,39
2024-12-26,Karwar,58
2024-12-28,Karwar,27
2024-12-29,Karwar,30
2025-01-02,Karwar,53
2025-01-03,Karwar,69
2025-01-04,Karwar,55
2025-01-05,Karwar,56
2025-01-06,Karwar,67
2025-01-07,Karwar,66
2025-01-14,Karwar,58
2025-01-16,Karwar,35
2025-01-17,Karwar,53
2025-01-19,Karwar,97
2025-01-20,Karwar,69
2025-01-26,Karwar,40
2025-01-28,Karwar,44
2025-01-29,Karwar,52
2025-01-31,Karwar,62
2025-02-03,Karwar,96
2025-02-05,Karwar,51
2025-02-06,Karwar,52
2025-02-07,Karwar,53
2025-02-13,Karwar,68
2025-02-15,Karwar,62
2025-02-16,Karwar,66
2025-02-18,Karwar,65
2025-02-19,Karwar,56
2025-02-20,Karwar,59
2025-02-22,Karwar,74
2025-02-23,Karwar,54
2025-02-26,Karwar,54
2025-02-28,Karwar,66
2025-03-04,Karwar,57
2025-03-09,Karwar,55
2025-03-10,Karwar,68
2025-03-11,Karwar,69
2025-03-12,Karwar,48
2025-03-18,Karwar,56
2025-03-20,Karwar,40
2025-03-24,Karwar,42
2025-03-25,Karwar,45
2023-02-14,Kashipur,129
2023-02-15,Kashipur,240
2023-02-16,Kashipur,166
2023-02-17,Kashipur,102
2023-02-18,Kashipur,87
2023-02-19,Kashipur,102
2023-02-20,Kashipur,154
2023-02-21,Kashipur,135
2023-02-22,Kashipur,91
2023-02-23,Kashipur,101
2023-02-24,Kashipur,90
2023-02-25,Kashipur,103
2023-02-26,Kashipur,118
2023-02-27,Kashipur,108
2023-02-28,Kashipur,114
2023-03-01,Kashipur,101
2023-03-02,Kashipur,71
2023-03-03,Kashipur,96
2023-03-04,Kashipur,96
2023-03-05,Kashipur,93
2023-03-06,Kashipur,98
2023-03-07,Kashipur,98
2023-03-08,Kashipur,86
2023-03-09,Kashipur,62
2023-03-10,Kashipur,84
2023-03-11,Kashipur,103
2023-03-12,Kashipur,107
2023-03-13,Kashipur,120
2023-03-14,Kashipur,120
2023-03-15,Kashipur,69
2023-03-16,Kashipur,80
2023-03-17,Kashipur,71
2023-03-18,Kashipur,79
2023-03-19,Kashipur,69
2023-03-20,Kashipur,63
2023-03-22,Kashipur,46
2023-03-23,Kashipur,88
2023-03-24,Kashipur,106
2023-03-25,Kashipur,70
2023-03-26,Kashipur,59
2023-03-27,Kashipur,100
2023-03-28,Kashipur,98
2023-03-29,Kashipur,100
2023-07-01,Kashipur,20
2023-07-02,Kashipur,21
2023-07-03,Kashipur,37
2023-07-04,Kashipur,38
2023-07-05,Kashipur,50
2023-07-06,Kashipur,38
2023-07-07,Kashipur,30
2023-07-08,Kashipur,35
2023-07-09,Kashipur,25
2023-07-10,Kashipur,38
2023-07-11,Kashipur,45
2023-07-12,Kashipur,31
2023-07-13,Kashipur,41
2023-07-14,Kashipur,31
2023-07-15,Kashipur,40
2023-07-16,Kashipur,44
2023-07-17,Kashipur,52
2023-07-18,Kashipur,48
2023-07-19,Kashipur,42
2023-07-20,Kashipur,50
2023-07-21,Kashipur,63
2023-07-22,Kashipur,51
2023-07-23,Kashipur,50
2023-07-24,Kashipur,41
2023-07-25,Kashipur,59
2023-07-26,Kashipur,44
2023-07-27,Kashipur,41
2023-07-28,Kashipur,34
2023-07-29,Kashipur,45
2023-07-30,Kashipur,32
2023-07-31,Kashipur,33
2023-08-01,Kashipur,81
2023-08-02,Kashipur,61
2023-08-03,Kashipur,39
2023-08-04,Kashipur,39
2023-08-05,Kashipur,40
2023-08-06,Kashipur,36
2023-08-07,Kashipur,46
2023-08-08,Kashipur,96
2023-08-09,Kashipur,74
2023-08-10,Kashipur,76
2023-08-11,Kashipur,56
2023-08-12,Kashipur,81
2023-08-13,Kashipur,96
2023-08-14,Kashipur,52
2023-08-15,Kashipur,70
2023-08-16,Kashipur,87
2023-08-17,Kashipur,108
2023-08-18,Kashipur,109
2023-08-19,Kashipur,73
2023-08-20,Kashipur,56
2023-08-21,Kashipur,57
2023-08-22,Kashipur,47
2023-08-23,Kashipur,26
2023-08-24,Kashipur,30
2023-08-25,Kashipur,84
2023-08-26,Kashipur,107
2023-08-27,Kashipur,110
2023-08-28,Kashipur,124
2023-08-29,Kashipur,78
2023-08-30,Kashipur,98
2023-08-31,Kashipur,112
2023-09-01,Kashipur,117
2023-09-02,Kashipur,131
2023-09-03,Kashipur,107
2023-09-04,Kashipur,120
2023-09-05,Kashipur,56
2023-09-06,Kashipur,77
2023-09-07,Kashipur,83
2023-09-08,Kashipur,94
2023-09-09,Kashipur,107
2023-09-10,Kashipur,103
2023-09-11,Kashipur,73
2023-09-12,Kashipur,58
2023-09-13,Kashipur,80
2023-09-14,Kashipur,92
2023-09-16,Kashipur,69
2023-09-17,Kashipur,50
2023-09-18,Kashipur,53
2023-09-19,Kashipur,59
2023-09-20,Kashipur,56
2023-09-21,Kashipur,74
2023-09-22,Kashipur,71
2023-09-23,Kashipur,60
2023-09-24,Kashipur,69
2023-09-25,Kashipur,72
2023-09-26,Kashipur,80
2023-09-27,Kashipur,37
2023-09-28,Kashipur,105
2023-09-29,Kashipur,157
2023-09-30,Kashipur,108
2023-10-01,Kashipur,86
2023-10-02,Kashipur,126
2023-10-03,Kashipur,110
2023-10-04,Kashipur,118
2023-10-05,Kashipur,129
2023-10-06,Kashipur,138
2023-10-07,Kashipur,149
2023-10-08,Kashipur,161
2023-10-09,Kashipur,151
2023-10-10,Kashipur,133
2023-10-11,Kashipur,131
2023-10-12,Kashipur,118
2023-10-13,Kashipur,131
2023-10-17,Kashipur,49
2023-10-18,Kashipur,65
2023-10-19,Kashipur,97
2023-10-20,Kashipur,117
2023-10-21,Kashipur,123
2023-10-22,Kashipur,132
2023-10-23,Kashipur,101
2023-10-24,Kashipur,116
2023-10-25,Kashipur,140
2023-10-26,Kashipur,97
2023-10-27,Kashipur,108
2023-10-28,Kashipur,133
2023-10-29,Kashipur,163
2023-10-30,Kashipur,202
2023-10-31,Kashipur,121
2023-11-01,Kashipur,99
2023-11-02,Kashipur,92
2023-11-03,Kashipur,115
2023-11-04,Kashipur,103
2023-11-05,Kashipur,109
2023-11-06,Kashipur,120
2023-11-07,Kashipur,152
2023-11-08,Kashipur,97
2023-11-09,Kashipur,104
2023-11-10,Kashipur,112
2023-11-11,Kashipur,104
2023-11-12,Kashipur,103
2023-11-13,Kashipur,162
2023-11-14,Kashipur,99
2023-11-15,Kashipur,131
2023-11-16,Kashipur,99
2023-11-17,Kashipur,104
2023-11-18,Kashipur,82
2023-11-19,Kashipur,94
2023-11-20,Kashipur,90
2023-11-21,Kashipur,90
2023-11-22,Kashipur,199
2023-11-23,Kashipur,130
2023-11-24,Kashipur,120
2023-11-25,Kashipur,95
2023-11-26,Kashipur,97
2023-11-27,Kashipur,79
2023-11-28,Kashipur,88
2023-11-29,Kashipur,98
2023-11-30,Kashipur,94
2023-12-01,Kashipur,107
2023-12-02,Kashipur,78
2023-12-03,Kashipur,61
2023-12-04,Kashipur,72
2023-12-05,Kashipur,58
2023-12-06,Kashipur,68
2023-12-07,Kashipur,78
2023-12-08,Kashipur,95
2023-12-09,Kashipur,175
2023-12-10,Kashipur,204
2023-12-11,Kashipur,190
2023-12-12,Kashipur,137
2023-12-13,Kashipur,115
2023-12-14,Kashipur,139
2023-12-15,Kashipur,114
2023-12-16,Kashipur,116
2023-12-17,Kashipur,109
2023-12-18,Kashipur,102
2023-12-19,Kashipur,119
2023-12-20,Kashipur,113
2023-12-21,Kashipur,100
2023-12-22,Kashipur,121
2023-12-23,Kashipur,108
2023-12-24,Kashipur,98
2023-12-25,Kashipur,90
2023-12-26,Kashipur,137
2023-12-27,Kashipur,109
2023-12-28,Kashipur,141
2023-12-29,Kashipur,211
2023-12-30,Kashipur,165
2023-12-31,Kashipur,120
2024-01-02,Kashipur,88
2024-01-03,Kashipur,185
2024-01-04,Kashipur,221
2024-01-05,Kashipur,209
2024-01-06,Kashipur,167
2024-01-07,Kashipur,181
2024-01-08,Kashipur,122
2024-01-09,Kashipur,130
2024-01-10,Kashipur,196
2024-01-11,Kashipur,213
2024-01-12,Kashipur,245
2024-01-13,Kashipur,188
2024-01-14,Kashipur,198
2024-01-15,Kashipur,211
2024-01-16,Kashipur,183
2024-01-19,Kashipur,130
2024-01-20,Kashipur,98
2024-01-21,Kashipur,172
2024-01-22,Kashipur,178
2024-01-23,Kashipur,215
2024-01-24,Kashipur,122
2024-01-25,Kashipur,177
2024-01-26,Kashipur,184
2024-01-27,Kashipur,237
2024-01-28,Kashipur,158
2024-01-29,Kashipur,96
2024-01-31,Kashipur,177
2024-02-01,Kashipur,147
2024-02-02,Kashipur,39
2024-02-03,Kashipur,66
2024-02-04,Kashipur,65
2024-02-05,Kashipur,74
2024-02-06,Kashipur,81
2024-02-07,Kashipur,81
2024-02-08,Kashipur,77
2024-02-09,Kashipur,92
2024-02-10,Kashipur,141
2024-02-11,Kashipur,106
2024-02-12,Kashipur,122
2024-02-13,Kashipur,158
2024-02-14,Kashipur,112
2024-02-15,Kashipur,100
2024-02-16,Kashipur,111
2024-02-17,Kashipur,125
2024-02-18,Kashipur,148
2024-02-19,Kashipur,122
2024-02-20,Kashipur,104
2024-02-21,Kashipur,80
2024-02-22,Kashipur,95
2024-02-23,Kashipur,64
2024-02-24,Kashipur,77
2024-02-25,Kashipur,73
2024-02-26,Kashipur,81
2024-02-27,Kashipur,88
2024-02-28,Kashipur,99
2024-02-29,Kashipur,96
2024-03-01,Kashipur,114
2024-03-02,Kashipur,102
2024-03-03,Kashipur,33
2024-03-04,Kashipur,17
2024-03-05,Kashipur,72
2024-03-06,Kashipur,70
2024-03-07,Kashipur,77
2024-03-08,Kashipur,65
2024-03-09,Kashipur,70
2024-03-10,Kashipur,92
2024-03-11,Kashipur,123
2024-03-12,Kashipur,77
2024-03-13,Kashipur,70
2024-03-14,Kashipur,69
2024-03-15,Kashipur,92
2024-03-16,Kashipur,88
2024-03-17,Kashipur,87
2024-03-18,Kashipur,93
2024-03-19,Kashipur,96
2024-03-20,Kashipur,104
2024-03-21,Kashipur,91
2024-03-22,Kashipur,86
2024-03-23,Kashipur,113
2024-03-24,Kashipur,107
2024-03-25,Kashipur,142
2024-03-26,Kashipur,65
2024-03-27,Kashipur,89
2024-03-28,Kashipur,94
2024-03-29,Kashipur,121
2024-03-30,Kashipur,94
2024-03-31,Kashipur,76
2024-04-01,Kashipur,55
2024-04-02,Kashipur,78
2024-04-03,Kashipur,80
2024-04-04,Kashipur,77
2024-04-05,Kashipur,80
2024-04-06,Kashipur,80
2024-04-07,Kashipur,110
2024-04-08,Kashipur,99
2024-04-09,Kashipur,86
2024-04-10,Kashipur,87
2024-04-11,Kashipur,96
2024-04-12,Kashipur,81
2024-04-13,Kashipur,108
2024-04-14,Kashipur,119
2024-04-15,Kashipur,93
2024-04-16,Kashipur,105
2024-04-17,Kashipur,65
2024-04-18,Kashipur,89
2024-04-19,Kashipur,93
2024-04-20,Kashipur,88
2024-04-21,Kashipur,113
2024-04-22,Kashipur,90
2024-04-23,Kashipur,106
2024-04-24,Kashipur,95
2024-04-25,Kashipur,94
2024-04-26,Kashipur,93
2024-04-27,Kashipur,94
2024-04-28,Kashipur,91
2024-04-29,Kashipur,69
2024-04-30,Kashipur,80
2024-05-01,Kashipur,118
2024-05-02,Kashipur,95
2024-05-03,Kashipur,118
2024-05-04,Kashipur,118
2024-05-05,Kashipur,115
2024-05-06,Kashipur,109
2024-05-07,Kashipur,212
2024-05-08,Kashipur,124
2024-05-09,Kashipur,96
2024-05-10,Kashipur,114
2024-05-12,Kashipur,100
2024-05-13,Kashipur,110
2024-05-14,Kashipur,113
2024-05-15,Kashipur,119
2024-05-16,Kashipur,168
2024-05-17,Kashipur,154
2024-05-18,Kashipur,152
2024-05-19,Kashipur,151
2024-05-20,Kashipur,107
2024-05-21,Kashipur,101
2024-05-22,Kashipur,90
2024-05-23,Kashipur,58
2024-05-24,Kashipur,85
2024-05-25,Kashipur,108
2024-05-26,Kashipur,109
2024-05-27,Kashipur,103
2024-05-28,Kashipur,107
2024-05-29,Kashipur,193
2024-05-30,Kashipur,178
2024-05-31,Kashipur,115
2024-06-01,Kashipur,133
2024-06-02,Kashipur,121
2024-06-03,Kashipur,127
2024-06-04,Kashipur,97
2024-06-05,Kashipur,129
2024-06-06,Kashipur,108
2024-06-07,Kashipur,133
2024-06-08,Kashipur,139
2024-06-09,Kashipur,155
2024-06-10,Kashipur,131
2024-06-11,Kashipur,140
2024-06-12,Kashipur,143
2024-06-13,Kashipur,180
2024-06-14,Kashipur,141
2024-06-15,Kashipur,171
2024-06-16,Kashipur,155
2024-06-17,Kashipur,139
2024-06-18,Kashipur,131
2024-06-19,Kashipur,138
2024-06-20,Kashipur,94
2024-06-21,Kashipur,85
2024-06-22,Kashipur,80
2024-06-23,Kashipur,81
2024-06-24,Kashipur,85
2024-06-25,Kashipur,63
2024-06-26,Kashipur,60
2024-06-27,Kashipur,39
2024-06-28,Kashipur,65
2024-06-30,Kashipur,60
2024-07-01,Kashipur,54
2024-07-02,Kashipur,48
2024-07-03,Kashipur,40
2024-07-05,Kashipur,35
2024-07-06,Kashipur,23
2024-07-07,Kashipur,16
2024-07-09,Kashipur,46
2024-07-10,Kashipur,91
2024-07-11,Kashipur,69
2024-07-12,Kashipur,66
2024-07-13,Kashipur,73
2024-07-14,Kashipur,70
2024-07-15,Kashipur,51
2024-07-16,Kashipur,77
2024-07-17,Kashipur,53
2024-07-18,Kashipur,48
2024-07-19,Kashipur,62
2024-07-20,Kashipur,73
2024-07-21,Kashipur,64
2024-07-22,Kashipur,56
2024-07-23,Kashipur,64
2024-07-24,Kashipur,64
2024-07-25,Kashipur,59
2024-07-26,Kashipur,62
2024-07-27,Kashipur,50
2024-07-28,Kashipur,70
2024-07-29,Kashipur,70
2024-07-30,Kashipur,70
2024-07-31,Kashipur,80
2024-08-01,Kashipur,39
2024-08-02,Kashipur,46
2024-08-04,Kashipur,75
2024-08-05,Kashipur,50
2024-08-06,Kashipur,70
2024-08-07,Kashipur,38
2024-08-08,Kashipur,46
2024-08-09,Kashipur,52
2024-08-10,Kashipur,54
2024-08-11,Kashipur,58
2024-08-12,Kashipur,47
2024-08-13,Kashipur,60
2024-08-14,Kashipur,70
2024-08-15,Kashipur,71
2024-08-16,Kashipur,53
2024-08-17,Kashipur,71
2024-08-18,Kashipur,76
2024-08-19,Kashipur,44
2024-08-20,Kashipur,46
2024-08-21,Kashipur,37
2024-08-22,Kashipur,69
2024-08-23,Kashipur,67
2024-08-24,Kashipur,62
2024-08-25,Kashipur,51
2024-08-26,Kashipur,52
2024-08-27,Kashipur,53
2024-08-28,Kashipur,41
2024-08-29,Kashipur,44
2024-08-30,Kashipur,58
2024-08-31,Kashipur,198
2024-09-03,Kashipur,44
2024-09-04,Kashipur,40
2024-09-05,Kashipur,36
2024-09-06,Kashipur,75
2024-09-07,Kashipur,50
2024-09-08,Kashipur,62
2024-09-09,Kashipur,68
2024-09-10,Kashipur,50
2024-09-11,Kashipur,43
2024-09-12,Kashipur,62
2024-09-14,Kashipur,29
2024-09-15,Kashipur,49
2024-09-16,Kashipur,63
2024-09-17,Kashipur,84
2024-09-18,Kashipur,33
2024-09-19,Kashipur,50
2024-09-20,Kashipur,81
2024-09-21,Kashipur,71
2024-09-22,Kashipur,75
2024-09-23,Kashipur,89
2024-09-24,Kashipur,92
2024-09-25,Kashipur,80
2024-09-26,Kashipur,40
2024-09-27,Kashipur,46
2024-09-28,Kashipur,32
2024-09-29,Kashipur,47
2024-09-30,Kashipur,63
2024-10-01,Kashipur,98
2024-10-02,Kashipur,99
2024-10-03,Kashipur,111
2024-10-04,Kashipur,112
2024-10-05,Kashipur,108
2024-10-07,Kashipur,116
2024-10-09,Kashipur,106
2024-10-10,Kashipur,118
2024-10-11,Kashipur,128
2024-10-12,Kashipur,108
2024-10-13,Kashipur,120
2024-10-14,Kashipur,108
2024-10-15,Kashipur,119
2024-10-17,Kashipur,131
2024-10-18,Kashipur,130
2024-10-19,Kashipur,134
2024-10-20,Kashipur,149
2024-10-21,Kashipur,130
2024-10-22,Kashipur,164
2024-10-23,Kashipur,143
2024-10-24,Kashipur,59
2024-10-25,Kashipur,79
2024-10-26,Kashipur,78
2024-10-28,Kashipur,139
2024-10-29,Kashipur,124
2024-10-30,Kashipur,94
2024-10-31,Kashipur,117
2024-11-01,Kashipur,269
2024-11-02,Kashipur,222
2024-11-03,Kashipur,165
2024-11-04,Kashipur,176
2024-11-05,Kashipur,123
2024-11-06,Kashipur,183
2024-11-07,Kashipur,132
2024-11-09,Kashipur,128
2024-11-10,Kashipur,130
2024-11-11,Kashipur,99
2024-11-12,Kashipur,169
2024-11-13,Kashipur,140
2024-11-14,Kashipur,200
2024-11-15,Kashipur,147
2024-11-16,Kashipur,170
2024-11-17,Kashipur,108
2024-11-18,Kashipur,79
2024-11-19,Kashipur,145
2024-11-20,Kashipur,87
2024-11-21,Kashipur,78
2024-11-22,Kashipur,66
2024-11-23,Kashipur,83
2024-11-24,Kashipur,81
2024-11-25,Kashipur,149
2024-11-26,Kashipur,136
2024-11-27,Kashipur,130
2024-11-28,Kashipur,85
2024-11-29,Kashipur,80
2024-11-30,Kashipur,80
2024-12-01,Kashipur,65
2024-12-02,Kashipur,84
2024-12-03,Kashipur,94
2024-12-04,Kashipur,107
2024-12-05,Kashipur,69
2024-12-06,Kashipur,137
2024-12-07,Kashipur,86
2024-12-08,Kashipur,86
2024-12-09,Kashipur,78
2024-12-10,Kashipur,56
2024-12-11,Kashipur,120
2024-12-12,Kashipur,136
2024-12-13,Kashipur,165
2024-12-14,Kashipur,166
2024-12-15,Kashipur,174
2024-12-16,Kashipur,87
2024-12-17,Kashipur,56
2024-12-18,Kashipur,44
2024-12-19,Kashipur,74
2024-12-20,Kashipur,112
2024-12-21,Kashipur,104
2024-12-22,Kashipur,91
2024-12-23,Kashipur,101
2024-12-24,Kashipur,66
2024-12-25,Kashipur,95
2024-12-26,Kashipur,80
2024-12-27,Kashipur,102
2024-12-28,Kashipur,35
2024-12-29,Kashipur,54
2024-12-30,Kashipur,87
2024-12-31,Kashipur,130
2025-01-02,Kashipur,107
2025-01-03,Kashipur,78
2025-01-04,Kashipur,161
2025-01-08,Kashipur,131
2025-01-09,Kashipur,124
2025-01-10,Kashipur,163
2025-01-11,Kashipur,77
2025-01-12,Kashipur,93
2025-01-13,Kashipur,43
2025-01-14,Kashipur,106
2025-01-15,Kashipur,128
2025-01-16,Kashipur,169
2025-01-17,Kashipur,106
2025-01-18,Kashipur,110
2025-01-19,Kashipur,173
2025-01-20,Kashipur,115
2025-01-21,Kashipur,132
2025-01-22,Kashipur,148
2025-01-23,Kashipur,102
2025-01-24,Kashipur,125
2025-01-27,Kashipur,171
2025-01-28,Kashipur,201
2025-01-29,Kashipur,140
2025-01-30,Kashipur,143
2025-01-31,Kashipur,109
2025-02-01,Kashipur,176
2025-02-02,Kashipur,138
2025-02-03,Kashipur,236
2025-02-04,Kashipur,140
2025-02-05,Kashipur,174
2025-02-06,Kashipur,92
2025-02-07,Kashipur,102
2025-02-08,Kashipur,120
2025-02-09,Kashipur,130
2025-02-10,Kashipur,195
2025-02-11,Kashipur,126
2025-02-12,Kashipur,125
2025-02-13,Kashipur,65
2025-02-14,Kashipur,85
2025-02-20,Kashipur,57
2025-02-25,Kashipur,71
2025-02-26,Kashipur,125
2025-02-27,Kashipur,141
2025-03-01,Kashipur,33
2025-03-02,Kashipur,36
2025-03-03,Kashipur,61
2025-03-05,Kashipur,56
2025-03-06,Kashipur,43
2025-03-07,Kashipur,107
2025-03-08,Kashipur,113
2025-03-09,Kashipur,112
2025-03-10,Kashipur,88
2025-03-11,Kashipur,88
2025-03-12,Kashipur,117
2025-03-15,Kashipur,48
2025-03-16,Kashipur,48
2025-03-17,Kashipur,47
2025-03-19,Kashipur,57
2025-03-20,Kashipur,111
2025-03-21,Kashipur,103
2025-03-22,Kashipur,76
2025-03-23,Kashipur,64
2025-03-24,Kashipur,91
2025-03-25,Kashipur,204
2025-03-27,Kashipur,179
2025-03-28,Kashipur,107
2025-03-29,Kashipur,68
2025-03-30,Kashipur,87
2025-03-31,Kashipur,188
2025-04-01,Kashipur,90
2025-04-02,Kashipur,112
2025-04-03,Kashipur,78
2025-04-04,Kashipur,94
2025-04-05,Kashipur,106
2025-04-06,Kashipur,120
2025-04-07,Kashipur,79
2025-04-08,Kashipur,101
2025-04-10,Kashipur,78
2025-04-11,Kashipur,72
2025-04-12,Kashipur,44
2025-04-13,Kashipur,58
